name,strains_print,color
5925142+,"s4, s8",#b0b0b0
5925342+,"s4, s5, s8",Lime
5925440+,"s4, s5, s8",Teal
5925498+,"s5, s8",Teal
5925502+,"s4, s5, s8",Teal
5925510+,"s4, s5, s8",Lime
5925556+,"s4, s5, s8",Lime
5925570+,"s4, s8",#b0b0b0
5925666+,"s5, s8",Teal
5925668+,"s4, s5, s8",Lime
5925680+,"s4, s5",Lime
5925836+,"s4(2), s5, s8(5)",Navy
5925958+,s4(5),#b0b0b0
5926008+,"s4, s5",Teal
5926014+,"s4, s5, s8",Teal
5926120+,"s4, s5, s8",Lime
5926138+,"s4, s5, s8",Lime
5926150+,"s4, s5, s8",Lime
5926174+,s8(4),#b0b0b0
5926262+,"s4, s5, s8",Lime
5926310+,"s4, s5, s8",Teal
5926364+,"s4, s5, s8",Lime
5926370+,"s4, s5, s8",Lime
5926398+,"s5, s8",Teal
5926404+,"s4, s5, s8",Teal
5926436+,"s4, s5, s8",Teal
5926514+,"s4, s5, s8",Lime
5926550+,"s4, s5, s8",Lime
5926752+,"s4, s5, s8",Teal
5926794+,"s4, s5, s8",Lime
5927034+,"s4, s5, s8",Teal
5927174+,"s4, s5, s8",Lime
5927208+,"s4, s5(2), s8(2)",Navy
5927222+,"s4, s8",#b0b0b0
5927294+,"s4, s5, s8",Lime
5927296+,"s4, s8",#b0b0b0
5927316+,"s4, s8",#b0b0b0
5927448+,"s4, s5",Teal
5927546+,"s4(3), s5",Green
5927572+,"s4, s5, s8",Lime
5927584+,"s4, s5, s8",Lime
5927730+,"s4, s5",Teal
5927772+,s5,Lime
5927792+,"s5, s8",Teal
5927794+,"s4, s5, s8",Teal
5927858+,"s4, s5, s8",Lime
5927878+,"s4, s5, s8(2)",Navy
5928010+,"s4, s5, s8",Lime
5928088+,"s4, s5, s8",Lime
5928106+,"s4, s5, s8",Lime
5928178+,"s4, s5, s8",Lime
5928268+,"s4, s5, s8",Lime
5928396+,"s4, s8",#b0b0b0
5928484+,"s4, s5, s8",Teal
5928486+,"s5, s8",Teal
5928512+,"s5, s8",Lime
5928584+,"s4, s5, s8",Lime
5928596+,"s5, s8",Teal
5928652+,"s4, s8",#b0b0b0
5928810+,"s4, s5, s8",Teal
5928838+,"s4, s5",Teal
5928842+,"s4, s5, s8",Teal
5928942+,"s4, s5, s8",Lime
5928954+,"s4, s8",#b0b0b0
5929000+,"s4, s5, s8",Lime
5929124+,"s4, s5(2), s8",Navy
5929126+,"s4, s5(2)",Navy
5929198+,"s4, s8",#b0b0b0
5929200+,"s4, s5, s8",Teal
5929222+,"s4, s5",Teal
5929298+,"s4(2), s5, s8",Navy
5929302+,"s4(2), s8",#b0b0b0
5929304+,"s4(2), s8",#b0b0b0
5929354+,"s4, s5",Teal
5929414+,"s4, s8",#b0b0b0
5929518+,"s4, s5",Teal
5929584+,"s4, s8",#b0b0b0
5929596+,"s4, s5(2), s8",Navy
5929666+,"s4, s5",Lime
5929698+,"s4, s5, s8",Teal
5929734+,"s4, s5, s8",Lime
5929852+,"s4, s8(4)",#b0b0b0
5929854+,"s4(3), s8(5)",#b0b0b0
59299005952876+,s4(3),#b0b0b0
5929932+,s4,#b0b0b0
5929934+,"s4(3), s8(3)",#b0b0b0
5929954+,s8,#b0b0b0
5930000+,s5(5),Green
5930050+,s8,#b0b0b0
5930052+,s5,Lime
59300801407130+,s5,Teal
5930140+,s8,#b0b0b0
5930172+,s8,#b0b0b0
5930272+,s4,#b0b0b0
5930318+,"s4, s8",#b0b0b0
5930348+,s4,#b0b0b0
5930354+,"s4, s8",#b0b0b0
5930398+,s5,Lime
5930418+,"s4, s8",#b0b0b0
5930422+,s8,#b0b0b0
5930540+,s5,Lime
5930600+,s4,#b0b0b0
5930622+,s8,#b0b0b0
5930628+,s4(2),#b0b0b0
5930652+,s5,Lime
5930748+,s8,#b0b0b0
5930782+,s8,#b0b0b0
5930834+,s4,#b0b0b0
5930836+,"s4, s5",Teal
5930852+,"s4, s8",#b0b0b0
5930854+,s5,Lime
5930926+,s5(3),Green
5930938+,s5,Lime
5930998+,"s4, s8",#b0b0b0
5931030+,s8,Yellow
5931146+,"s4, s8",#b0b0b0
5931250+,s5,Teal
5931376+,s5,Teal
5931416+,s8,#b0b0b0
5931432+,s5,Lime
5931434+,s5,Lime
5931442+,s5,Lime
5931478+,s5,Teal
5931480+,"s4, s5, s8",Teal
5931486+,s5,Teal
5931524+,"s4, s5",Teal
5931580+,s8,#b0b0b0
5931638+,"s4(2), s5",Navy
5931656+,s4(7),#b0b0b0
5931724+,"s4, s8",#b0b0b0
5931726+,"s4, s8",#b0b0b0
5931744+,s8,#b0b0b0
5931780+,s8,#b0b0b0
5931782+,s4,#b0b0b0
5931792+,s4,#b0b0b0
5931846+,"s4, s8",#b0b0b0
5932000+,"s4(4), s5, s8(3)",Navy
5932072+,s4(3),#b0b0b0
5932174+,"s4, s5",Teal
59322821331152+,s5,Lime
59323285875522+,s5,Teal
5932354+,"s4, s5",Lime
5932358+,s8,#b0b0b0
5932360+,s8,#b0b0b0
5932362+,Nobody,#b0b0b0
5932460+,"s4, s8",#b0b0b0
5932508+,s5,Lime
5932530+,s4(6),#b0b0b0
5932544+,s4,#b0b0b0
5932634+,s5,Teal
5932710+,s4,#b0b0b0
5932722+,s4,#b0b0b0
5932724+,s5(2),Green
5932734+,s4,#b0b0b0
5932784+,s5,Teal
5932892+,s4,#b0b0b0
5932930+,"s4, s8",#b0b0b0
5932968+,s5,Lime
5933050+,s4,#b0b0b0
5933056+,s4,#b0b0b0
5933094+,"s4(2), s5, s8(3)",Navy
5933108+,"s4, s8",#b0b0b0
5933114+,"s4, s5, s8",Lime
5933116+,"s4, s8",#b0b0b0
5933138+,s5,Lime
5933200+,s8,#b0b0b0
5933218+,s5,Lime
5933238+,s8,#b0b0b0
5933268+,s4(2),#b0b0b0
5933274+,"s4, s5, s8",Lime
5933276+,s5,Teal
5933370+,s5,Lime
5933372+,"s4, s8",#b0b0b0
5933452+,s5,Lime
5933492+,s5,Lime
5933522+,s5,Lime
5933588+,s8,#b0b0b0
5933590+,s4,#b0b0b0
5933596+,s5,Lime
5933636+,s5,Teal
5933686+,"s4, s8",#b0b0b0
5933704+,s4,#b0b0b0
5933716+,"s4, s8",#b0b0b0
5933742+,s5,Teal
5933748+,"s4, s8",#b0b0b0
5933786+,s5,Lime
5933832+,s5,Lime
5933844+,s5,Lime
5933902+,"s4, s8",#b0b0b0
5933904+,s5,Lime
5933988+,s5,Lime
5934028+,s8,#b0b0b0
5934032+,"s4, s8",#b0b0b0
5934038+,s5,Lime
5934058+,s4,#b0b0b0
5934092+,s5,Lime
5934138+,"s4, s8",#b0b0b0
5934154+,s4,#b0b0b0
5934166+,s8(2),#b0b0b0
5934172+,s8,#b0b0b0
5934200+,"s4, s8",#b0b0b0
5934254+,"s4, s8",#b0b0b0
5934364+,"s5, s8",Teal
5934384+,s4,#b0b0b0
5934402+,s8(2),#b0b0b0
5934420+,"s5(7), s8(6)",Navy
5934470+,"s4, s8",#b0b0b0
5934492+,Nobody,#b0b0b0
5934566+,s5,Teal
5934686+,"s4, s8",#b0b0b0
5934744+,s5,Teal
5934768+,s5,Teal
5934772+,s8,#b0b0b0
5934806+,"s4, s8",#b0b0b0
5934816+,s5,Lime
5934824+,s8(3),#b0b0b0
5934826+,s8,#b0b0b0
5934834+,s4(2),#b0b0b0
5934852+,"s4, s8",#b0b0b0
5934882+,s5,Lime
5934900+,s5,Teal
5934914+,s5,Lime
5934928+,s8(2),#b0b0b0
5934934+,s5,Lime
5934954+,s4,#b0b0b0
5934972+,s4(4),#b0b0b0
5935018+,s8,#b0b0b0
5935040+,s5,Lime
5935042+,"s4, s8",#b0b0b0
5935074+,s8,#b0b0b0
5935096+,s5,Lime
5935098+,"s4, s5, s8",Lime
5935100+,s4,#b0b0b0
5935154+,s4,#b0b0b0
5935156+,s5,Lime
5935196+,"s4, s8",#b0b0b0
5935216+,s5,Lime
5935250+,"s4, s5, s8",Lime
5935256+,s5,Lime
5935298+,"s4, s8",#b0b0b0
5935346+,s4,#b0b0b0
5935510+,"s5(2), s8",Navy
5935524+,"s5(7), s8(4)",Navy
5935598+,s5,Lime
5935632+,"s4, s8",#b0b0b0
5935642+,"s4, s8",#b0b0b0
5935648+,s5,Lime
5935662+,s8,#b0b0b0
5935704+,"s4, s8",#b0b0b0
5935736+,s4,#b0b0b0
5935738+,"s4(5), s8(4)",Orange
5935836+,"s4, s5",Teal
5935838+,"s4, s5",Teal
5935864+,s5,Lime
5935884+,s4(2),#b0b0b0
5935996+,"s5, s8(2)",Navy
5936008+,s5,Lime
5936038+,s8,#b0b0b0
5936060+,s8,#b0b0b0
5936092+,"s4, s8",#b0b0b0
59361045941618+,"s4, s8",#b0b0b0
5936122+,s5,Teal
5936126+,s8,#b0b0b0
5936142+,"s4(4), s5(2)",Navy
5936190+,s4(3),#b0b0b0
5936214+,s5,Lime
5936218+,"s4, s8",#b0b0b0
5936316+,s5,Lime
5936326+,s4(4),#b0b0b0
5936332+,s5,Lime
5936408+,s5,Teal
5936418+,s5,Lime
5936420+,"s4, s5, s8",Lime
5936422+,"s4, s8",#b0b0b0
5936430+,"s4, s8",#b0b0b0
5936496+,"s4, s8",#b0b0b0
5936528+,s5,Teal
5936532+,"s4, s8",#b0b0b0
5936588+,"s4, s8",#b0b0b0
5936590+,s5,Lime
5936604+,s4,#b0b0b0
5936606+,"s4, s5",Teal
5936642+,s5,Lime
5936728+,"s4, s8",#b0b0b0
5936744+,s5,Lime
5936764+,s5,Teal
59367725926686+,"s4(8), s8(8)",#b0b0b0
5936828+,s5,Lime
5936844+,"s4(3), s8",#b0b0b0
5936988+,"s4, s8",#b0b0b0
5936992+,s5,Lime
5937024+,s5,Teal
5937052+,s4,#b0b0b0
5937074+,s5,Teal
5937090+,"s4, s8",#b0b0b0
5937096+,s8,#b0b0b0
5937140+,s8,#b0b0b0
5937144+,s5(7),Navy
5937154+,"s4, s8",#b0b0b0
5937170+,s5(4),Navy
5937172+,s8,#b0b0b0
59372265888972+,"s4, s8",#b0b0b0
5937232+,s5,Lime
5937240+,s5,Lime
5937276+,s8,#b0b0b0
5937282+,s5(2),Navy
5937348+,"s4, s8",#b0b0b0
5937378+,s8(2),#b0b0b0
5937386+,"s4, s5, s8",Teal
5937396+,"s4, s8",#b0b0b0
5937416+,"s4(6), s8(5)",#b0b0b0
5937426+,s5,Teal
5937430+,"s4, s8",#b0b0b0
5937434+,s4,#b0b0b0
5937468+,s5,Lime
5937516+,s5,Lime
5937518+,"s4, s8",#b0b0b0
5937586+,"s4, s8",#b0b0b0
5937614+,"s5, s8",Lime
5937632+,"s4, s5, s8",Teal
5937704+,"s4, s8",#b0b0b0
5937710+,s5,Teal
5937720+,"s4, s8",#b0b0b0
5937738+,s8,#b0b0b0
5937872+,s5,Lime
5937874+,"s4, s8",#b0b0b0
5937908+,"s4(2), s8",#b0b0b0
5937922+,s5,Lime
5937942+,s5,Lime
5937950+,s8,#b0b0b0
5937952+,s5,Lime
5937954+,s5,Teal
5937986+,s5,Lime
5937998+,s5,Lime
5938014+,s5,Teal
5938054+,"s4, s8",#b0b0b0
5938106+,"s4, s8",#b0b0b0
5938108+,"s4, s8",#b0b0b0
5938138+,s5,Lime
5938142+,s5,Lime
5938146+,s5,Lime
5938150+,s5(2),Green
5938162+,s5,Lime
5938212+,s5,Lime
5938216+,s5,Lime
5938218+,s5,Lime
5938256+,"s4, s8",#b0b0b0
5938270+,s5,Teal
5938274+,s5,Lime
5938288+,s8,#b0b0b0
5938298+,s5,Lime
5938322+,s5(7),Navy
5938350+,"s4, s5",Teal
5938380+,"s5, s8",Teal
5938398+,s5,Lime
5938406+,"s4, s8",#b0b0b0
5938462+,s5,Lime
5938498+,s4,#b0b0b0
5938504+,s5,Teal
5938508+,s5,Lime
5938528+,s5,Lime
5938540+,s5,Lime
5938560+,s5,Lime
5938566+,s5,Lime
5938594+,s5,Teal
5938632+,s5,Lime
5938650+,"s4, s8",#b0b0b0
5938668+,"s5, s8",Teal
5938704493474+,"s4, s8",#b0b0b0
5938706+,s5,Lime
5938720+,s5,Lime
5938752+,"s4, s8",#b0b0b0
5938756+,"s4(3), s8",#b0b0b0
5938764+,"s4, s5, s8",Lime
5938806+,"s5(4), s8",Navy
5938840+,s5,Lime
5938932+,"s5, s8",Teal
5938944+,s4,#b0b0b0
5938960+,"s4, s8",#b0b0b0
5938962+,s4,#b0b0b0
5938964+,"s5, s8",Teal
5939030+,s5,Lime
5939130+,s5,Lime
5939150+,"s4, s8",#b0b0b0
5939162+,"s4, s8",#b0b0b0
5939166+,s8,#b0b0b0
5939188+,s5,Lime
5939324+,"s4, s5",Teal
5939332+,"s4, s5, s8",Teal
5939340+,"s5, s8",Teal
5939348+,"s4, s5, s8",Teal
5939352+,s5,Teal
5939354+,"s4, s8",#b0b0b0
5939394+,s5,Lime
5939548+,"s4, s8",#b0b0b0
5939706+,s8,#b0b0b0
5939770+,"s4(4), s5(4)",Navy
5939838+,s4(2),#b0b0b0
5939870+,"s4(7), s8(5)",#b0b0b0
5939878+,"s4(4), s8(4)",#b0b0b0
5939910+,"s4, s5, s8",Teal
5939912+,s8,#b0b0b0
5940038+,"s4, s5, s8",Teal
5940040+,"s5, s8",Teal
5940140+,"s4(8), s5(3), s8(7)",Navy
5940238+,"s5, s8",Teal
5940242+,s8,#b0b0b0
5940244+,s8,#b0b0b0
5940260+,"s5(4), s8",Navy
5940268+,"s5(7), s8(4)",Navy
5940280+,s5(4),Navy
5940346+,"s4, s8",#b0b0b0
5940490+,s8(4),#b0b0b0
5940534+,"s4(6), s8(3)",#b0b0b0
5940542+,"s4(6), s5(7), s8(3)",Navy
5940546+,"s4(7), s8(3)",#b0b0b0
5940620+,"s4(7), s5(7), s8(8)",Navy
5940636+,"s4(2), s5(7), s8(3)",Navy
5940668+,"s4(10), s8(3)",#b0b0b0
5940680+,"s4(3), s8(2)",#b0b0b0
5940706+,"s4(7), s5(7), s8(7)",Navy
59407145952842+,"s4(7), s8(7)",#b0b0b0
5940768+,"s4, s5, s8",Lime
5940790+,"s4(4), s5(4), s8(5)",Navy
5940816+,"s4, s8",#b0b0b0
5940944+,"s4, s8",#b0b0b0
5940976+,"s4, s5, s8",Lime
5940982+,"s4, s8",#b0b0b0
5941002+,"s4, s8",#b0b0b0
5941014+,"s4, s8",#b0b0b0
5941050+,"s4, s8",#b0b0b0
5941094+,"s4, s8",#b0b0b0
5941106+,"s4, s8",#b0b0b0
5941124+,"s4, s8(2)",#b0b0b0
5941130+,"s4, s8",#b0b0b0
5941142+,"s4, s8",#b0b0b0
5941168+,"s4, s8",#b0b0b0
59412305941236+,s5(7),Navy
5941340+,"s4, s5, s8",Lime
5941342+,"s4, s8",#b0b0b0
5941374+,"s4, s8",#b0b0b0
5941380+,s4(3),#b0b0b0
5941386+,"s4, s8",#b0b0b0
5941412+,"s4, s5, s8",Lime
5941418+,"s4, s8",#b0b0b0
5941456+,"s4(2), s8(3)",#b0b0b0
5941460+,"s4(8), s8(3)",#b0b0b0
5941462+,"s4(3), s8(3)",#b0b0b0
59414905941478+,"s4, s8",#b0b0b0
5941570+,"s4, s8",#b0b0b0
5941576+,"s4, s5, s8",Lime
5941624+,"s4, s5",Lime
5941642+,"s4, s8",#b0b0b0
5941648+,"s4, s8",#b0b0b0
5941654+,"s4, s8",#b0b0b0
5941660+,"s4, s5, s8",Lime
5941678+,"s4, s8",#b0b0b0
5941742+,"s4, s8",#b0b0b0
59417545903354+,"s4, s8",#b0b0b0
5941756+,"s4, s5, s8",Lime
5941768+,"s4, s5, s8",Lime
5941770+,"s4, s8",#b0b0b0
5941784+,"s4, s8",#b0b0b0
5941826+,"s4, s8",#b0b0b0
5941890+,"s4(8), s5(7), s8(8)",Navy
5941916+,"s4, s8",#b0b0b0
5942004+,"s4, s8",#b0b0b0
5942048+,"s4, s5, s8",Lime
5942062+,"s4, s5",Lime
5942100+,"s4, s8",#b0b0b0
5942112+,"s4, s8",#b0b0b0
5942114+,"s4, s5, s8",Lime
5942132+,"s4, s5, s8",Lime
5942138+,"s4, s8",#b0b0b0
5942180+,"s4, s5, s8",Teal
5942184+,"s4, s8",#b0b0b0
5942186+,"s4, s8",#b0b0b0
5942198+,"s4, s5, s8",Lime
5942328+,"s4, s5, s8",Lime
5942412+,"s4, s5",Teal
5942470+,"s4, s5(2)",Navy
5942482+,"s4, s5, s8",Lime
5942488+,"s4, s5, s8",Lime
5942500+,"s4, s5",Teal
5942502+,"s4, s5, s8",Teal
5942508+,"s4, s5, s8",Lime
5942560+,"s4, s5, s8",Lime
5942572+,"s4, s8",#b0b0b0
5942574+,"s4, s5, s8",Teal
5942586+,"s4, s5, s8",Lime
5942626+,"s4, s5, s8",Teal
5942640+,"s4, s8",#b0b0b0
5942646+,"s4, s5, s8",Lime
5942776+,"s4, s5, s8",Lime
5942794+,"s4, s8",#b0b0b0
59429385942934+,"s4, s8",#b0b0b0
5943010+,"s4, s8",#b0b0b0
5943012+,"s4, s5, s8",Teal
5943246+,"s4, s8",#b0b0b0
5943264+,"s4, s8",#b0b0b0
5943378+,"s4, s8",#b0b0b0
5943384+,"s4, s8",#b0b0b0
5943396+,"s4, s5, s8",Lime
5943410+,"s4, s8",#b0b0b0
5943416+,"s4, s8",#b0b0b0
5943422+,"s4, s8",#b0b0b0
5943450+,"s4, s8",#b0b0b0
5943484+,s5(3),Navy
5943502+,"s4, s8",#b0b0b0
5943542+,"s4, s8",#b0b0b0
5943554+,"s4, s5, s8",Lime
5943560+,"s4, s5, s8",Teal
5943580+,"s4, s5, s8",Lime
5943644+,"s4, s8",#b0b0b0
5943670+,"s4, s8",#b0b0b0
5943770+,"s4, s5(2), s8",Navy
5943782+,"s4, s8",#b0b0b0
5943808+,"s4, s8",#b0b0b0
5943840+,"s4, s8",#b0b0b0
5943924+,"s4, s8",#b0b0b0
5943964+,"s4(3), s5(3), s8(3)",Navy
5943968+,"s4, s5, s8",Lime
5943970+,s5(2),Navy
5944060+,"s4, s5, s8",Lime
5944074+,"s4, s8",#b0b0b0
5944120+,"s4, s5, s8",Lime
5944144+,"s4, s5, s8",Lime
5944176+,"s4, s5, s8",Lime
5944194+,"s4, s8",#b0b0b0
5944200+,"s4, s8",#b0b0b0
5944206+,"s4, s5",Lime
5944218+,"s4, s5, s8",Lime
5944298+,"s4, s5, s8",Lime
5944358+,"s4, s5, s8",Lime
5944364+,"s4, s5, s8",Lime
5944376+,s4(4),Orange
5944402+,"s4(2), s8(2)",#b0b0b0
5944420+,"s4, s5, s8",Lime
5944446+,"s4, s8",#b0b0b0
5944478+,"s4, s5, s8",Lime
5944554+,"s4, s5",Lime
5944566+,"s4, s5, s8",Lime
5944604+,"s4, s8",#b0b0b0
5944636+,"s4, s5, s8",Lime
5944708+,"s5, s8",Lime
5944764+,"s4, s5, s8",Lime
5944800+,"s4, s5, s8",Lime
5944844+,"s4, s5, s8",Lime
5944876+,"s4, s5, s8",Lime
5944882+,"s4, s5, s8",Lime
5944888+,"s4, s8",#b0b0b0
5944900+,"s4, s5, s8",Lime
5944902+,"s4, s8",#b0b0b0
5944922+,"s4, s8",#b0b0b0
5944942+,"s4, s8",#b0b0b0
5944954+,"s4(2), s5",Navy
5944956+,"s4(2), s5, s8",Navy
5945006+,"s4, s8(2)",#b0b0b0
5945090+,"s4, s5, s8",Lime
5945160+,"s4, s8",#b0b0b0
5945166+,"s4, s5, s8",Lime
5945196+,s4(3),#b0b0b0
5945202+,"s4(3), s8",#b0b0b0
5945214+,"s4, s5",Lime
5945246+,s4(2),#b0b0b0
5945250+,"s4(10), s8(3)",#b0b0b0
5945256+,"s4, s5, s8",Lime
5945262+,"s4, s5, s8",Lime
5945368+,"s4, s5, s8",Lime
5945462+,"s4, s8(2)",#b0b0b0
5945518+,"s4, s8",#b0b0b0
5945524+,"s4, s5, s8",Lime
5945538+,"s4, s5(2), s8",Navy
5945556+,"s4, s8",#b0b0b0
5945568+,"s4, s8",#b0b0b0
5945590+,"s4, s5, s8",Teal
5945594+,"s4, s8",#b0b0b0
5945622+,"s4, s8",#b0b0b0
5945636+,"s4, s5, s8",Lime
5945642+,"s4, s5, s8",Lime
5945662+,"s4, s5, s8",Lime
5945694+,"s4, s5(2), s8",Green
5945764+,"s4, s5, s8",Lime
5945790+,"s4, s8",#b0b0b0
5945816+,"s4, s5, s8",Lime
5945886+,"s4, s5, s8",Lime
5945900+,"s4, s8",#b0b0b0
5945972+,"s4(3), s5, s8",Green
5946010+,"s4, s5, s8",Lime
5946016+,"s4, s8",#b0b0b0
5946034+,"s4, s5, s8",Lime
5946052+,"s4, s8",#b0b0b0
5946116+,"s4, s8",#b0b0b0
5946152+,"s4, s5, s8",Lime
5946238+,"s4, s5, s8",Lime
5946250+,"s4, s5, s8",Lime
5946282+,"s4(7), s5(7), s8(8)",Navy
5946314+,"s4, s5, s8",Lime
5946320+,"s4, s8",#b0b0b0
5946344+,"s4, s8",#b0b0b0
5946374+,"s4, s5, s8",Lime
5946386+,"s4, s5, s8",Lime
5946408+,"s4, s5, s8(2)",Navy
5946446+,"s4, s8",#b0b0b0
5946448+,"s4, s5, s8",Teal
5946454+,"s4, s5, s8",Lime
5946494+,"s5, s8",Teal
5946498+,"s4, s5, s8",Lime
5946500+,"s4, s5, s8",Lime
5946512+,"s4, s8",#b0b0b0
5946518+,"s4, s5, s8",Teal
5946560+,"s4, s5, s8",Lime
5946624+,"s4, s5, s8",Lime
5946732+,"s4, s5, s8",Lime
5946744+,"s4, s8",#b0b0b0
5946780+,"s4, s5",Teal
5946842+,"s4, s8",#b0b0b0
5946856+,"s4, s5, s8",Lime
5946862+,"s4, s5, s8(2)",Green
5946888+,"s4, s5, s8",Lime
5946906+,"s4, s5, s8",Lime
5946918+,"s4, s5, s8",Lime
5946924+,"s4(2), s8",#b0b0b0
5946936+,"s4, s5, s8",Lime
5947052+,"s4, s5, s8",Lime
5947058+,"s4, s5, s8",Lime
5947070+,"s4, s5, s8",Lime
5947104+,"s4, s5",Teal
5947108+,"s4, s5, s8",Lime
5947110+,"s4, s5, s8",Lime
5947122+,"s4, s8",#b0b0b0
5947124+,"s4, s5, s8",Teal
5947142+,"s4, s5, s8(2)",Green
5947156+,"s5, s8",Teal
5947202+,"s4, s5, s8",Lime
5947214+,"s4, s5, s8",Lime
5947226+,"s4, s5, s8",Lime
5947268+,"s4, s5, s8",Lime
5947274+,"s4, s5, s8",Lime
5947280+,"s4, s5, s8",Lime
5947292+,"s4, s5, s8",Lime
5947326+,"s4, s5",Teal
5947338+,"s4, s5, s8",Teal
5947350+,"s4, s5, s8",Teal
5947394+,"s4, s5, s8",Lime
5947406+,"s4, s5, s8",Lime
5947526+,"s4, s5, s8",Lime
5947602+,"s4, s5, s8",Lime
5947614+,"s4, s5, s8",Lime
5947626+,"s4, s5, s8",Teal
5947628+,"s4, s8",#b0b0b0
5947634+,"s4, s5, s8",Lime
5947646+,"s4, s5, s8",Lime
5947652+,"s4, s5, s8",Lime
5947712+,"s4, s5, s8",Lime
5947772+,"s4(3), s8(3)",#b0b0b0
5947774+,"s4, s8(3)",#b0b0b0
5947804+,"s4, s5, s8",Lime
5947930+,"s4, s5, s8",Lime
5947950+,s5(3),Navy
5947956+,"s4, s5, s8",Lime
5948016+,"s4, s5, s8",Lime
5948060+,"s4, s5, s8",Lime
5948076+,"s4, s5",Teal
5948080+,"s4, s5, s8",Lime
5948082+,"s4, s5, s8",Lime
5948100+,"s4, s5, s8",Lime
5948106+,"s4, s5, s8",Lime
5948124+,"s4, s5, s8",Lime
5948130+,"s4, s5, s8",Teal
5948150+,"s4, s5, s8",Lime
5948168+,"s4, s5, s8",Lime
5948180+,"s4, s5, s8",Lime
5948182+,"s4, s8",#b0b0b0
5948194+,"s4, s5, s8",Lime
5948214+,"s4, s5",Lime
5948226+,"s4, s5, s8",Lime
5948250+,"s4, s5, s8",Lime
5948256+,"s4, s5, s8",Lime
5948280+,"s4, s5, s8",Lime
5948334+,"s4, s5",Lime
5948346+,"s4, s5, s8",Lime
5948396+,"s4, s5, s8",Lime
5948420+,"s4, s5, s8",Lime
5948494+,"s4, s5, s8",Lime
5948506+,"s4, s5, s8",Lime
5948530+,"s4, s5, s8",Lime
5948544+,"s5, s8",Teal
5948602+,"s4, s5, s8",Lime
5948608+,"s4, s5, s8",Lime
5948614+,"s4, s5, s8",Lime
5948664+,"s4(2), s5, s8",Navy
5948666+,"s4, s5, s8",Teal
5948702+,"s4, s5, s8",Lime
5948708+,"s4, s5, s8",Lime
5948748+,"s4, s8",#b0b0b0
5948754+,"s4, s5, s8",Lime
5948798+,"s4, s5, s8",Lime
5948804+,"s5, s8",Lime
5948836+,"s4, s5, s8",Lime
5948854+,"s4, s5, s8",Lime
5948866+,"s4, s8(5)",#b0b0b0
5948868+,"s4, s8(5)",#b0b0b0
5948886+,"s4, s5, s8",Lime
5948910+,"s4, s5, s8",Teal
5948912+,"s4, s8",#b0b0b0
5948924+,"s4, s5, s8",Lime
5948926+,"s5, s8",Teal
5948932+,"s4, s5, s8",Lime
5948944+,"s4, s5, s8",Lime
5948956+,"s4, s5, s8",Lime
5948976+,"s4, s5, s8",Lime
5948994+,"s4, s5, s8",Lime
5949000+,"s4, s5, s8",Lime
5949030+,"s4, s5, s8",Lime
5949096+,"s4, s5, s8",Lime
5949206+,"s4, s5, s8",Lime
5949218+,"s4, s5, s8",Lime
5949230+,"s4(2), s8",#b0b0b0
5949232+,"s4(2), s5, s8",Navy
5949244+,"s4, s5, s8",Lime
5949250+,"s4, s5, s8",Lime
5949262+,"s4, s5, s8",Lime
5949346+,"s4, s5, s8",Lime
5949384+,"s4, s8",#b0b0b0
5949402+,"s4, s5, s8",Lime
5949414+,"s4, s5, s8",Lime
5949426+,"s4, s5, s8",Lime
5949432+,"s4, s5, s8",Lime
5949444+,"s4, s5, s8",Lime
5949468+,"s4, s5, s8",Lime
5949544+,"s5, s8",Teal
5949568+,"s4, s5, s8",Lime
5949592+,"s4, s5, s8",Lime
5949610+,"s4, s5, s8",Lime
5949628+,"s4, s5, s8",Lime
5949640+,"s4, s5, s8",Lime
5949646+,"s4, s5, s8",Lime
5949652+,"s4, s5, s8",Lime
5949676+,"s4, s5, s8",Lime
5949682+,"s4, s5, s8",Lime
5949694+,"s4, s5, s8",Lime
5949700+,"s4, s5, s8",Lime
5949706+,"s4, s5, s8",Lime
5949718+,"s4, s5",Teal
5949720+,"s4, s5, s8",Lime
5949732+,"s4, s5, s8",Lime
5949768+,"s4, s5, s8",Lime
5949780+,"s4, s5, s8",Lime
5949798+,"s4, s5, s8",Lime
5949822+,"s4, s5, s8",Lime
5949838+,"s5, s8",Teal
5949842+,"s4, s5, s8",Lime
5949862+,"s4, s5, s8",Lime
5949880+,"s4, s5, s8",Lime
5949886+,"s4, s5, s8",Lime
5949892+,"s4, s5, s8",Teal
5949898+,"s4, s5(2), s8",Green
5949956+,"s4(2), s8(3)",#b0b0b0
5949964+,"s4(3), s8(4)",#b0b0b0
5949972+,"s4(3), s8(2)",#b0b0b0
5949976+,"s4(2), s8",#b0b0b0
5949978+,"s4(2), s8",#b0b0b0
5950002+,"s4, s5, s8",Lime
5950008+,"s4, s5, s8",Lime
5950014+,"s4, s5, s8",Lime
5950044+,"s4, s5, s8",Lime
5950050+,"s4, s5, s8",Teal
5950068+,"s4, s5, s8",Lime
5950074+,"s4, s5, s8",Lime
5950080+,"s4, s5, s8",Lime
5950092+,"s4, s5, s8",Lime
5950122+,"s4, s5, s8",Lime
5950154+,"s4, s5(4)",Navy
5950162+,"s4, s5(3)",Navy
5950170+,"s4, s5(2)",Navy
5950178+,"s4, s5(3)",Navy
